module type_0,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1,y_2,y_3,z_0,z_1,z_2,z_3,edge count_0,line length_0,area difference_0,total score_0,img_0,deformation average_0,deformation variance_0,strain energy_0
23,9,0.306,0.409,0.304,0.968,0.468,6,0.12,0.64,0.41,3,0.83,0.83,0.01,1944,50,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.17E-06,0.004937,50.004937,0.775097,0.375256
23,3.12E-06,0.761723,0.35921,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.64,0.41,3,0.83,0.83,0.01,1944,56,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.12E-06,0.005015,56.005015,0.761723,0.35921
23,3.15E-06,0.76506,0.361846,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.41,3,0.83,0.83,0.01,1944,55,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.15E-06,0.004969,55.004969,0.76506,0.361846
23,3.18E-06,0.775845,0.376508,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,3,0.83,0.83,0.01,1944,50,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.18E-06,0.004921,50.004921,0.775845,0.376508
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.83,0.83,0.01,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.01,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,6.88E-06,1.127002,0.813242,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,3996,48,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.004921,48.004921,1.127002,0.813242
23,4.53E-06,0.790751,0.37895,,,,,,,,,,,,,,,,,,,
23,14,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,6216,16,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.53E-06,0.003747,16.003747,0.790751,0.37895
23,4.82E-06,0.831871,0.414603,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,6216,38,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.82E-06,0.003596,38.003596,0.831871,0.414603
23,4.34E-06,0.761248,0.331939,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,6216,38,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.34E-06,0.003898,38.003898,0.761248,0.331939
23,4.47E-06,0.786671,0.363322,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,6216,31,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.47E-06,0.003896,31.003896,0.786671,0.363322
23,4.43E-06,0.802117,0.371286,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.468,6,0.27,0.99,0.82,2,0.67,0.83,0.33,6216,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.43E-06,0.004275,34.004275,0.802117,0.371286
23,4.09E-06,0.74269,0.307165,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.27,0.99,0.82,2,0.67,0.83,0.33,6216,25,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.09E-06,0.004244,25.004244,0.74269,0.307165
23,3.61E-06,0.696173,0.257044,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.99,0.82,2,0.67,0.83,0.33,6216,13,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.61E-06,0.005115,13.005115,0.696173,0.257044
23,3.36E-06,0.684011,0.238032,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.82,2,0.67,0.83,0.33,6216,5,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.36E-06,0.007362,5.007362,0.684011,0.238032
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.67,0.83,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.83,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.18,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,4.64E-06,0.90462,0.397816,,,,,,,,,,,,,,,,,,,
23,10,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.18,4440,14,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.64E-06,0.010207,14.010207,0.90462,0.397816
23,5.47E-06,0.99394,0.480732,,,,,,,,,,,,,,,,,,,
23,10,0.088,0.791,0.089,0.689,0.316,5,0.95,0.16,0.53,2,0.28,0.98,0.18,3700,16,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.47E-06,0.013322,16.013322,0.99394,0.480732
23,6.85E-06,1.215632,0.702348,,,,,,,,,,,,,,,,,,,
23,8,0.088,0.791,0.089,0.689,0.316,5,0.95,0.16,0.53,2,0.28,0.98,0.18,2960,86,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.85E-06,0.014854,86.014854,1.215632,0.702348
23,3.61E-06,0.71217,0.249301,,,,,,,,,,,,,,,,,,,
23,15,0.088,0.791,0.089,0.689,0.316,5,0.95,0.16,0.53,2,0.28,0.98,0.18,5550,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.61E-06,0.011828,0.011828,0.71217,0.249301
23,2.66E-06,0.533292,0.138523,,,,,,,,,,,,,,,,,,,
23,15,0.088,0.791,0.089,0.689,0.316,8,0.95,0.16,0.53,2,0.28,0.98,0.18,8880,12,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.66E-06,0.004925,12.004925,0.533292,0.138523
23,2.29E-06,0.48646,0.111203,,,,,,,,,,,,,,,,,,,
23,15,0.088,0.791,1,0.689,0.316,8,0.95,0.16,0.53,2,0.28,0.98,0.18,8880,12,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.29E-06,0.004762,12.004762,0.48646,0.111203
23,2.35E-06,0.44007,0.08599,,,,,,,,,,,,,,,,,,,
23,15,1,0.791,1,0.689,0.316,8,0.95,0.16,0.53,2,0.28,0.98,0.18,8880,26,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.35E-06,0.005627,26.005627,0.44007,0.08599
23,2.01E-06,0.392245,0.07146,,,,,,,,,,,,,,,,,,,
23,15,1,0.791,1,0.689,0.316,8,0.95,0.16,0.53,2,0.28,0.98,0.18,6240,468,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.01E-06,0.005627,468.005627,0.392245,0.07146
23,1.98E-06,0.419783,0.083364,,,,,,,,,,,,,,,,,,,
23,15,0.5,0.791,1,0.689,0.316,8,0.95,0.16,0.53,2,0.28,0.98,0.18,6240,400,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.98E-06,0.004932,400.004932,0.419783,0.083364
23,2.31E-06,0.580328,0.169091,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,8,0.95,0.16,0.53,2,0.28,0.98,0.18,4160,312,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.31E-06,0.006434,312.006434,0.580328,0.169091
23,2.46E-06,0.616325,0.188974,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.18,3120,226,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.46E-06,0.010222,226.010222,0.616325,0.188974
23,2.86E-06,0.686728,0.227313,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0.95,0.16,0.53,2,0.28,0.98,0.18,2080,152,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.86E-06,0.01804,152.01804,0.686728,0.227313
23,4.03E-06,0.802792,0.31586,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0.95,0.16,0.53,3,0.28,0.98,0.18,3120,462,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.03E-06,0.01804,462.01804,0.802792,0.31586
23,2.86E-06,0.686728,0.227313,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0.95,0.16,0.53,2,0.28,0.98,0.18,2080,152,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.86E-06,0.01804,152.01804,0.686728,0.227313
23,2.87E-06,0.686222,0.227168,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0.94,0.16,0.53,2,0.28,0.98,0.18,2080,152,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.87E-06,0.017969,152.017969,0.686222,0.227168
23,2.95E-06,0.679245,0.234051,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0.47,0.16,0.53,2,0.28,0.98,0.18,2080,120,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.95E-06,0.014155,120.014155,0.679245,0.234051
23,2.95E-06,0.679233,0.234411,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0.46,0.16,0.53,2,0.28,0.98,0.18,2080,120,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.95E-06,0.014066,120.014066,0.679233,0.234411
23,3.44E-06,0.739925,0.314315,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2080,28,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.44E-06,0.011717,28.011717,0.739925,0.314315
23,0.000016,2.11334,2.948115,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3840,1341,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000016,0.011717,1341.011717,2.11334,2.948115
23,9.41E-06,1.351745,1.124897,,,,,,,,,,,,,,,,,,,
23,15,0.5,0.791,1,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,5760,3432,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,9.41E-06,0.010215,3432.010215,1.351745,1.124897
23,0.000022,2.881694,5.703965,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,1,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3072,1024,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000022,0.013253,1024.013253,2.881694,5.703965
23,0.000029,3.685075,9.522839,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3072,1033,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000029,0.015551,1033.015551,3.685075,9.522839
23,0.000013,2.525278,2.467148,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0,0,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3072,1408,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.021654,1408.021654,2.525278,2.467148
23,0.000022,3.126651,5.26735,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3072,1104,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000022,0.018611,1104.018611,3.126651,5.26735,
23,0.000029,3.685075,9.522839,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3072,1033,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000029,0.015551,1033.015551,3.685075,9.522839
23,7.89E-06,1.331102,1.031912,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,1024,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,7.89E-06,0.015551,0.015551,1.331102,1.031912
23,4.55E-06,0.957811,0.527086,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0,0.689,0.316,6,0,0.16,0.53,2,0.28,0.98,0.18,1536,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.55E-06,0.009821,0.009821,0.957811,0.527086
23,3.50E-06,0.727972,0.295708,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.791,0,0.689,0.316,6,0,0.16,0.53,2,0.28,0.98,0.18,2304,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.50E-06,0.006312,0.006312,0.727972,0.295708
23,3.03E-06,0.636831,0.222496,,,,,,,,,,,,,,,,,,,
23,15,0.5,0.791,0,0.689,0.316,6,0,0.16,0.53,2,0.28,0.98,0.18,2880,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.03E-06,0.005244,0.005244,0.636831,0.222496
23,3.03E-06,0.622181,0.213239,,,,,,,,,,,,,,,,,,,
23,15,0.5,0.791,0,0.689,0.316,6,0,0.16,0.53,2,0.28,0.98,0.18,4500,84,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.03E-06,0.005244,84.005244,0.622181,0.213239
23,3.77E-06,0.784378,0.363629,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0,0.689,0.316,6,0,0.16,0.53,2,0.28,0.98,0.18,3000,184,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.77E-06,0.007582,184.007582,0.784378,0.363629
23,4.39E-06,0.876257,0.463062,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2000,166,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.39E-06,0.013312,166.013312,0.876257,0.463062
23,3.94E-06,0.782739,0.349502,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2000,152,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.94E-06,0.011717,152.011717,0.782739,0.349502
23,0.000012,1.64162,1.463345,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,1,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2560,79,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.011717,79.011717,1.64162,1.463345
23,0.000012,1.643821,1.467871,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0.989,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2560,79,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.011727,79.011727,1.643821,1.467871
23,0.000015,2.001483,2.250092,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2560,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.013304,34.013304,2.001483,2.250092
23,0.000015,2.000573,2.244539,,,,,,,,,,,,,,,,,,,
23,10,0.505,0.791,0.003,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2560,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.013327,34.013327,2.000573,2.244539
23,0.000013,1.962156,1.811867,,,,,,,,,,,,,,,,,,,
23,10,1,0.791,0.003,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2560,76,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.01606,76.01606,1.962156,1.811867
23,0.000015,2.001483,2.250092,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,2560,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000015,0.013304,34.013304,2.001483,2.250092
23,0.000017,2.374711,3.09798,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,4160,2308,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.013304,2308.013304,2.374711,3.09798
23,0.000011,1.552119,1.411003,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,2,0.28,0.98,0.18,3200,66,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000011,0.013304,66.013304,1.552119,1.411003
23,0.000033,3.666176,8.363261,,,,,,,,,,,,,,,,,,,
23,10,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,4800,96,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000033,0.013304,96.013304,3.666176,8.363261
23,0.000026,2.91558,5.269219,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,5760,60,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000026,0.012036,60.012036,2.91558,5.269219
23,0.000026,2.91822,5.28386,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.789,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,5760,60,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000026,0.012034,60.012034,2.91822,5.28386
23,0.000033,3.465491,8.995577,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.377,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,5760,84,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000033,0.011564,84.011564,3.465491,8.995577
23,0.000026,2.91558,5.269219,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,5760,60,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000026,0.012036,60.012036,2.91558,5.269219
23,0.000046,4.97676,13.569237,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,2304,60,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000046,0.012036,60.012036,4.97676,13.569237
23,2.84E-06,0.672746,0.267399,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.84E-06,0.012036,0.012036,0.672746,0.267399
23,3.33E-06,0.849479,0.448365,,,,,,,,,,,,,,,,,,,
23,8,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1152,54,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.33E-06,0.015538,54.015538,0.849479,0.448365
23,2.84E-06,0.672746,0.267399,,,,,,,,,,,,,,,,,,,
23,12,0.5,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.84E-06,0.012036,0.012036,0.672746,0.267399
23,2.90E-06,0.681142,0.27253,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.791,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.90E-06,0.01152,0.01152,0.681142,0.27253
23,3.12E-06,0.728158,0.331489,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.003,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.12E-06,0.010984,0.010984,0.728158,0.331489
23,2.93E-06,0.67699,0.272013,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.689,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.93E-06,0.010658,0.010658,0.67699,0.272013
23,2.78E-06,0.68202,0.275693,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.316,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.78E-06,0.011351,0.011351,0.68202,0.275693
23,2.93E-06,0.712951,0.305841,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,4,0,0.16,0.53,3,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.93E-06,0.011373,0.011373,0.712951,0.305841
23,2.74E-06,0.656646,0.252214,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0,0.16,0.53,3,0.28,0.98,0.18,2592,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.74E-06,0.005643,0.005643,0.656646,0.252214
23,2.38E-06,0.620393,0.218022,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.16,0.53,3,0.28,0.98,0.18,2592,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.38E-06,0.006013,0.006013,0.620393,0.218022
23,2.46E-06,0.617648,0.218166,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.85,0.53,3,0.28,0.98,0.18,2592,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.46E-06,0.005317,0.005317,0.617648,0.218166
23,2.43E-06,0.616718,0.216586,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.85,0.33,3,0.28,0.98,0.18,2592,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.43E-06,0.005451,0.005451,0.616718,0.216586
23,1.83E-06,0.55982,0.174264,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.85,0.33,2,0.28,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.83E-06,0.005451,0.005451,0.55982,0.174264
23,1.83E-06,0.55982,0.174264,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.85,0.33,2,0.07,0.98,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.83E-06,0.005451,0.005451,0.55982,0.174264
23,1.83E-06,0.55982,0.174264,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.85,0.33,2,0.07,0.09,0.18,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.83E-06,0.005451,0.005451,0.55982,0.174264
23,1.83E-06,0.55982,0.174264,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.35,0.85,0.33,2,0.07,0.09,0.51,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.83E-06,0.005451,0.005451,0.55982,0.174264
23,1.78E-06,0.555113,0.170102,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.57,0.85,0.33,2,0.07,0.09,0.51,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.78E-06,0.005987,0.005987,0.555113,0.170102
23,1.76E-06,0.555932,0.169671,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.57,0.63,0.33,2,0.07,0.09,0.51,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.76E-06,0.006378,0.006378,0.555932,0.169671
23,1.76E-06,0.555932,0.169671,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.57,0.63,0.33,2,0.32,0.09,0.51,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.76E-06,0.006378,0.006378,0.555932,0.169671
23,1.76E-06,0.555932,0.169671,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.57,0.63,0.33,2,0.32,0.31,0.51,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.76E-06,0.006378,0.006378,0.555932,0.169671
23,1.76E-06,0.555932,0.169671,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.57,0.63,0.33,2,0.32,0.31,0.47,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.76E-06,0.006378,0.006378,0.555932,0.169671
23,1.76E-06,0.555007,0.168995,,,,,,,,,,,,,,,,,,,
23,12,0.335,0.458,0.412,0.377,0.417,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1728,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.76E-06,0.006426,1.006426,0.555007,0.168995
23,1.69E-06,0.532228,0.153395,,,,,,,,,,,,,,,,,,,
23,13,0.335,0.458,0.412,0.377,0.417,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.69E-06,0.006085,0.006085,0.532228,0.153395
23,1.54E-06,0.514911,0.146379,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.458,0.412,0.377,0.417,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1872,6,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.54E-06,0.007157,6.007157,0.514911,0.146379
23,1.50E-06,0.501741,0.136363,,,,,,,,,,,,,,,,,,,
